0,-46,-43,88.26155392064368,3
1,-46,-39,75.09739529281867,1
2,-45,-45,63.65154558094628,4
3,-45,-44,32.549149934555395,1
4,-45,-43,32.702307155606405,1
5,-45,-27,75.62576975613929,4
59,-45,-18,70.0658213739819,1
6,-44,-45,12.91660288474634,2
7,-44,-37,8.42547257929662,4
60,-44,-18,34.87241804400607,4
8,-43,-43,74.5858235159848,3
9,-43,-37,85.77708990458736,3
10,-43,-29,49.29303643709249,2
11,-43,-27,34.54789618764616,4
12,-42,-46,47.96973960053006,4
13,-42,-38,10.990909606097093,2
14,-42,-30,42.177050404572164,3
15,-42,-28,31.26108628589057,1
16,-41,-40,12.225560620426803,1
17,-41,-37,25.943661621246218,3
18,-41,-30,68.47148860202552,2
61,-41,-23,10.20345839476444,1
62,-41,-16,1.7639650510515454,3
19,-40,-25,50.675438799861354,2
63,-40,-18,77.83547766369439,3
20,-39,-44,81.11206201973344,3
21,-39,-43,46.40404225722053,2
22,-39,-35,87.2320149686366,3
23,-39,-26,36.67483610234271,4
64,-39,-18,83.81053347779714,1
24,-38,-45,79.46194012682707,3
25,-38,-37,20.576307173925137,4
80,-38,-3,90.28237518227785,3
65,-37,-21,77.38141557925523,4
26,-36,-37,9.334338345870934,3
27,-36,-36,21.88348497079511,2
28,-36,-34,68.84916633935495,1
29,-36,-30,5.664889776994122,1
30,-35,-30,72.10322689532943,3
66,-35,-17,17.51685733225332,3
31,-34,-38,94.21603018169061,1
32,-34,-33,5.655154415715257,3
33,-34,-29,26.874441184172248,4
34,-34,-27,23.61443788586097,3
35,-33,-42,44.70702919491451,1
36,-33,-38,93.5119710644196,4
37,-33,-34,43.58699399797391,1
67,-33,-19,81.16191433335015,2
68,-33,-17,36.735741498550134,3
38,-32,-39,70.85423619007172,3
39,-31,-40,60.819482999145336,4
40,-31,-36,90.47244490001319,3
41,-31,-27,57.46953347698409,1
42,-30,-44,40.405923740892796,4
43,-30,-43,24.276083297118575,3
44,-30,-42,37.85838545416312,3
45,-30,-36,67.0617518337979,1
46,-30,-31,51.02604387367077,1
69,-30,-22,86.72745586891024,4
81,-30,-6,55.167115520210295,3
47,-29,-41,73.91893487892943,2
48,-29,-31,64.94063802093802,4
82,-29,-2,96.55259602719275,2
49,-28,-33,63.813092081345744,3
50,-28,-32,42.20662868691367,2
51,-28,-29,10.92274810305816,2
52,-27,-33,10.928646055953894,4
53,-26,-42,27.397334530981823,4
54,-26,-40,73.27088414951467,1
55,-26,-31,65.70944875268067,2
56,-26,-29,62.22575598703358,1
70,-26,-14,63.86294190109985,1
57,-25,-39,21.611751568815837,2
58,-25,-36,67.95182419128871,4
83,-24,-12,5.252127797910211,4
71,-23,-15,80.96312933332175,4
84,-23,-5,6.253064368925449,4
85,-22,-2,61.50141818944475,1
73,-20,-46,79.49004147986668,3
74,-20,-43,36.92356056045056,4
86,-20,-12,10.200330575726001,3
75,-19,-25,20.331059012778017,1
72,-19,-22,41.36377015199559,2
76,-18,-32,6.76464707180711,4
77,-16,-45,45.4907670768304,1
78,-16,-25,81.06185001721391,3
79,-16,-24,62.69732996189014,4
87,-13,-12,72.79809886821884,4
88,-12,-9,71.89965128065272,4
89,-12,-8,21.1182728045539,3
95,-10,-17,2.8961069646855226,2
90,-10,-7,39.01000950802057,2
91,-7,-8,63.01272360529409,2
92,-7,-1,92.14799167364737,1
98,-6,-22,99.32726104542505,1
101,0,-29,20.067993375054428,4
200,0,-12,12.547917122608059,1
