205,2,-46,8.03248001990438,1
303,46,-35,39.18901610392778,3
304,46,-18,67.19037425865513,3
305,46,-6,51.275719873053994,1
300,44,-34,3.7876331640318917,1
298,43,-34,34.73219142518104,4
301,44,-26,91.1375702996754,2
290,38,-38,4.9693007715372035,1
252,23,-38,17.280593400839024,2
256,24,-37,81.05986452105294,2
244,18,-40,20.007849038724242,3
243,18,-41,62.22531356867007,3
240,17,-44,59.28843382656812,3
241,17,-42,17.106618908295737,4
242,17,-40,3.5306462294783594,1
236,15,-45,51.44544946016694,3
237,15,-44,22.34006170015019,2
238,15,-43,88.08107298839711,1
239,15,-42,62.328498891498576,1
235,14,-41,72.34044801825092,2
234,14,-42,94.64362141809707,1
233,14,-44,33.988588202669014,1
232,14,-45,93.83001780873508,3
231,13,-40,65.39142828973878,4
220,9,-37,87.35002591633942,3
214,7,-38,6.889167488838023,1
213,6,-39,86.90785685317775,2
211,5,-42,74.1413789035762,2
206,3,-44,50.84195755914999,3
207,3,-41,56.104313256918466,3
223,9,-25,61.9030126330785,3
247,21,-25,81.9541917347193,3
277,31,-25,30.11675368732576,4
279,32,-28,27.58565404104273,4
286,36,-28,38.789332215846066,4
287,36,-21,92.76127030187534,2
288,36,-20,23.632221059781674,3
285,35,-13,28.375870930530734,3
284,35,-27,36.86551123051124,1
282,33,-28,62.772112340811574,2
281,32,-19,92.24316827256868,1
280,32,-7,57.05498074832092,3
291,40,-32,20.109513984123584,3
289,40,-33,56.143694285456036,3
302,44,-4,40.663767503874645,4
297,42,-9,86.35909734422285,4
296,42,-11,40.69246850339836,2
295,42,-12,42.57775110668458,3
294,42,-13,23.963329488144296,1
293,42,-18,18.16834492012025,3
299,43,-19,43.95657357052142,2
292,41,-3,3.5962494243888403,2
283,33,0,67.21725919672531,2
278,31,-8,23.074070102383164,3
274,30,-18,84.70173775855469,4
275,30,-14,59.23734391489099,1
271,28,-22,96.38824632390404,4
270,28,-15,94.75696512552182,3
266,27,-5,34.6492533747008,4
265,27,-16,41.02493788167047,3
264,27,-22,35.32818126668957,2
267,27,-23,25.6369465401607,3
260,26,-22,75.02812368167596,1
259,26,-17,92.55459490292455,1
258,25,-7,78.35054122457792,3
257,24,-21,89.45146974049753,3
255,23,-16,58.239975514920765,1
254,23,-18,69.34818301143227,3
250,22,-22,85.07648790977322,2
251,22,-16,94.08489040102225,3
248,21,-19,28.440628288030446,1
246,19,-10,50.99511641649958,2
229,13,-23,80.54266275288826,3
224,9,-19,50.08160694385653,3
219,8,-23,87.04365863041424,2
208,3,-24,9.28542058370907,3
210,5,-19,15.396145694214077,4
217,7,-12,36.3518483551468,1
225,9,-16,39.683157590742105,4
230,13,-7,64.29016599881567,3
228,12,-5,31.692211047553972,3
226,10,-8,94.63375668384836,2
218,7,-3,73.81134060123794,4
204,1,-43,31.189855336163532,3
276,31,-29,95.0877362339879,4
273,30,-29,92.6467014020327,3
269,28,-27,92.16487939279136,3
272,29,-35,66.1445557516593,2
261,27,-32,79.458937356255,3
262,27,-31,97.64044539186358,2
263,27,-28,56.32715934730842,3
253,23,-30,48.9997422359899,2
249,22,-30,15.626715973619586,3
245,19,-27,92.06082892848113,4
227,12,-28,53.466338225874146,2
221,9,-31,68.20314288788093,3
222,9,-30,6.430151688464896,3
215,7,-34,81.57032470718936,1
216,7,-31,68.32558170615917,1
212,6,-35,89.68163057411874,2
209,5,-29,70.17160357464884,2
