351,-2,41,41,2
166,-1,48,32,2
358,1,48,26,1
169,0,55,13,1
340,3,59,53,3
394,5,58,56,2
192,8,57,51,3
198,10,55,47,2
203,11,55,26,1
209,13,56,59,3
215,14,56,26,1
225,16,55,35,2
327,20,56,63,3
242,21,57,37,2
248,23,57,48,2
259,26,59,35,2
252,24,63,26,1
260,26,65,46,3
267,27,65,15,1
272,29,63,41,2
285,32,67,13,1
344,29,68,26,1
339,28,68,47,3
335,27,68,28,2
261,26,70,28,2
329,24,71,41,2
342,22,72,43,2
321,21,72,41,2
328,22,69,28,2
331,23,68,35,2
337,20,68,13,1
346,18,69,57,3
330,18,70,14,1
230,17,72,51,2
220,15,73,47,3
231,17,76,19,1
345,17,77,13,1
232,17,80,35,2
226,16,81,41,2
341,15,82,41,2
217,14,80,19,1
324,13,81,35,2
211,13,78,53,2
216,14,77,41,2
336,19,80,35,2
243,21,76,41,2
269,28,75,35,2
280,31,75,33,2
281,31,77,48,2
282,31,78,20,1
286,32,82,28,2
262,26,82,37,2
332,26,83,35,2
254,25,84,35,2
333,17,85,41,2
338,11,85,46,3
193,8,85,56,3
196,9,82,19,1
334,8,81,35,2
298,3,83,58,3
304,2,80,19,1
172,1,79,24,2
319,3,76,20,1
167,-1,73,74,3
158,-6,74,42,2
398,-9,73,15,1
150,-9,71,56,3
151,-9,76,33,2
160,-5,78,42,2
164,-3,79,47,4
389,-5,84,37,2
163,-4,68,43,2
384,-2,65,67,3
174,2,66,13,1
317,5,64,19,1
183,6,65,31,2
359,8,61,42,2
313,9,61,35,2
199,10,62,19,1
204,11,63,19,1
210,13,63,28,2
219,15,64,58,3
343,13,67,13,1
236,19,64,41,2
365,10,60,41,2
214,14,50,43,2
208,12,49,53,3
202,11,49,47,3
318,12,45,37,2
207,12,43,37,2
197,10,41,66,3
191,8,43,41,2
310,15,42,28,2
229,17,43,41,2
218,15,45,41,2
233,18,48,46,4
238,20,47,35,2
241,21,46,19,1
253,25,46,15,1
257,26,45,37,2
265,27,43,41,2
277,30,41,43,2
279,31,43,15,1
258,26,48,13,1
315,25,49,49,3
316,24,53,48,2
266,27,54,19,1
273,29,70,45,2
278,30,72,31,2
162,-4,58,17,1
349,-6,57,28,2
153,-7,58,55,3
148,-10,57,28,2
366,-8,62,41,2
159,-5,54,37,2
157,-6,52,37,2
147,-10,48,24,2
374,-11,46,41,2
