297,-18,85,41,2
301,-19,85,56,3
116,-24,84,19,1
120,-23,84,35,2
376,-20,84,41,2
300,-15,83,28,2
302,-17,83,41,2
90,-30,83,28,2
86,-31,83,19,1
85,-31,82,37,2
372,-26,82,47,3
303,-18,81,62,3
84,-31,80,62,3
305,-12,80,26,1
306,-15,79,19,1
130,-20,79,41,2
119,-23,78,28,2
385,-17,78,26,1
395,-19,77,51,3
379,-28,76,14,1
115,-24,75,19,1
367,-26,75,41,2
393,-16,72,62,3
380,-13,70,46,3
126,-21,71,14,1
375,-36,80,62,3
20,-49,85,41,2
61,-38,83,26,1
42,-42,83,41,2
32,-44,83,51,3
22,-47,83,26,1
46,-41,82,35,2
373,-42,81,35,2
30,-45,80,19,1
29,-45,78,26,1
45,-41,75,67,3
26,-46,75,41,2
101,-28,72,37,2
76,-34,71,53,2
383,-21,68,14,1
369,-16,67,47,3
53,-40,73,41,2
37,-43,70,26,1
70,-36,69,47,3
73,-35,69,28,2
361,-14,65,26,1
355,-14,64,43,2
125,-21,65,26,1
364,-18,63,28,2
353,-12,62,41,2
360,-22,62,56,3
347,-12,60,17,1
96,-29,66,32,2
36,-43,69,28,2
72,-35,66,45,2
66,-37,66,47,3
28,-45,67,19,1
41,-42,66,41,2
100,-28,65,24,2
95,-29,64,63,3
112,-25,62,66,3
362,-19,56,19,1
111,-25,57,47,3
363,-23,57,57,3
391,-17,55,43,2
371,-21,55,28,2
83,-31,57,43,2
99,-28,57,13,1
357,-24,55,41,2
381,-19,53,14,1
105,-27,55,26,1
356,-21,50,41,2
94,-29,51,35,2
368,-28,51,42,2
114,-24,49,41,2
69,-36,58,41,2
56,-39,62,28,2
52,-40,57,41,2
40,-42,56,48,2
35,-43,56,63,3
55,-39,51,42,2
109,-26,46,35,2
80,-33,46,14,1
108,-26,44,14,1
89,-30,43,42,2
93,-29,41,35,2
27,-45,45,57,3
51,-40,42,35,2
5,-55,47,26,1
377,-55,66,35,2
8,-54,68,37,2
15,-51,72,41,2
14,-51,70,33,3
7,-54,53,42,2
11,-53,51,24,2
13,-52,41,47,3
18,-49,74,42,2
19,-49,76,41,2
17,-49,71,61,3
21,-48,67,26,1
378,-48,56,53,2
382,-47,50,41,2
129,-20,43,20,1
